1,83,70.638,0,0,0,0,0,0,1
88,172,9.4909,0,0,0,0,0,0,1
88,170,8.7993,54,161,33.589,0.26197,0,0,1
88,170,8.7993,0,0,0,0,0,0,1
87,170,8.8093,0,0,0,0,0,0,1
87,168,7.9679,53,159,33.541,0.23756,0,0,1
87,168,7.9679,0,0,0,0,0,0,1
87,168,7.9679,0,0,0,0,0,0,1
87,166,7.4286,53,157,33.672,0.22062,0,0,1
87,166,7.4286,0,0,0,0,0,0,1
87,166,7.4286,0,0,0,0,0,0,1
87,163,5.8701,0,0,0,0,0,0,1
86,163,5.8218,0,0,0,0,0,0,1
85,162,6.3628,0,0,0,0,0,0,1
84,159,5.3276,52,152,31.587,0.16867,0,0,1
84,159,5.3276,0,0,0,0,0,0,1
84,159,5.3276,0,0,0,0,0,0,1
83,158,6.7656,52,150,29.729,0.22758,0,0,1
83,158,6.7656,0,0,0,0,0,0,1
82,158,6.6459,0,0,0,0,0,0,1
84,156,7.2881,0,0,0,0,0,0,1
84,154,7.4569,0,0,0,0,0,0,1
86,155,11.91,0,0,0,0,0,0,1
87,154,12.52,0,0,0,0,0,0,1
87,153,13.171,0,0,0,0,0,0,1
87,151,12.055,0,0,0,0,0,0,1
86,148,10.338,0,0,0,0,0,0,1
87,142,6.338,52,134,33.674,0.18822,0,0,1
87,142,6.338,0,0,0,0,0,0,1
86,142,6.1984,0,0,0,0,0,0,1
86,142,8.1007,52,133,32.187,0.25168,0,0,1
86,142,8.1007,0,0,0,0,0,0,1
85,142,7.9345,0,0,0,0,0,0,1
84,139,6.8008,0,0,0,0,0,0,1
84,136,6.4329,51,130,31.275,0.20569,0,0,1
84,136,6.4329,0,0,0,0,0,0,1
83,136,6.2394,0,0,0,0,0,0,1
83,135,7.6876,51,128,30.07,0.25566,0,0,1
83,135,7.6876,0,0,0,0,0,0,1
82,135,7.4989,0,0,0,0,0,0,1
85,133,7.9712,0,0,0,0,0,0,1
86,131,8.0167,0,0,0,0,0,0,1
88,130,9.1156,0,0,0,0,0,0,1
88,128,8.7769,0,0,0,0,0,0,1
88,127,9.5204,0,0,0,0,0,0,1
89,126,10.124,52,116,35.144,0.28807,0,0,1
89,126,10.124,0,0,0,0,0,0,1
88,126,9.9891,0,0,0,0,0,0,1
88,125,10.341,0,0,0,0,0,0,1
88,125,10.341,0,0,0,0,0,0,1
88,122,8.9512,0,0,0,0,0,0,1
88,122,8.9512,0,0,0,0,0,0,1
88,119,7.8251,51,109,34.882,0.22433,0,0,1
88,119,7.8251,0,0,0,0,0,0,1
87,119,7.6038,0,0,0,0,0,0,1
87,116,6.7022,51,108,34.25,0.19568,0,0,1
87,116,6.7022,0,0,0,0,0,0,1
86,116,6.5078,0,0,0,0,0,0,1
85,113,5.6472,51,107,32.482,0.17386,0,0,1
85,113,5.6472,0,0,0,0,0,0,1
84,114,6.4591,0,0,0,0,0,0,1
84,112,6.9729,0,0,0,0,0,0,1
85,109,6.7742,50,102,33.107,0.20462,0,0,1
85,109,6.7742,0,0,0,0,0,0,1
85,109,6.7742,0,0,0,0,0,0,1
86,107,7.1535,0,0,0,0,0,0,1
89,104,10.174,0,0,0,0,0,0,1
89,103,10.665,0,0,0,0,0,0,1
90,101,10.307,51,90,35.911,0.28703,0,0,1
90,101,10.307,0,0,0,0,0,0,1
89,101,10.051,0,0,0,0,0,0,1
88,97,7.503,51,89,35.434,0.21175,0,0,1
88,97,7.503,0,0,0,0,0,0,1
88,97,7.503,0,0,0,0,0,0,1
87,94,6.312,0,0,0,0,0,0,1
87,92,6.5633,50,84,35.074,0.18713,0,0,1
87,92,6.5633,0,0,0,0,0,0,1
87,92,6.5633,0,0,0,0,0,0,1
